[864468]: 344ms SPX_DBG_TRACE_FUNCTION:  audio_stream_session.cpp:722 CSpxAudioStreamSession::AddRecognizer
[697033]: 1582ms SPX_TRACE_INFO:  usp_connection.cpp:800 TS:1217, Write 3200 bytes audio data.
[697033]: 1583ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:693 [0000024EF526C390]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[697033]: 1593ms SPX_TRACE_VERBOSE:  web_socket.cpp:540 [0x0000024EF545D200] Web socket sending message. Time: 2025-03-17T03:46:20.4904223Z, TimeInQueue: 10ms, IsBinary: 1, Path: audio, Size:3316 B
[697033]: 1594ms SPX_TRACE_VERBOSE:  web_socket.cpp:649 [0x0000024EF545D200] Web socket send message completed. Result: 0, SendTime: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[380336]: 1679ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:46:20.5765505Z, size:3200.
[380336]: 1679ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 38400 bytes (1200 msec)
[380336]: 1680ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000024EF5293E20] m_bytesTransited = 41600, unacknowledgedAudioDuration = 1200 msec, packetAudioDelay = 0 msec
[697033]: 1680ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:306 CSpxUspRecoEngineAdapter::ProcessAudio: (0x0000024EF5413610) Sending Audio ... size=3200
[697033]: 1680ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1311 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[697033]: 1680ms SPX_TRACE_INFO:  usp_connection.cpp:800 TS:1314, Write 3200 bytes audio data.
[697033]: 1680ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:693 [0000024EF526C390]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[697033]: 1680ms SPX_TRACE_VERBOSE:  web_socket.cpp:540 [0x0000024EF545D200] Web socket sending message. Time: 2025-03-17T03:46:20.5768309Z, TimeInQueue: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[697033]: 1680ms SPX_TRACE_VERBOSE:  web_socket.cpp:649 [0x0000024EF545D200] Web socket send message completed. Result: 0, SendTime: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[380336]: 1780ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:46:20.6775262Z, size:3200.
[380336]: 1780ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 41600 bytes (1300 msec)
[380336]: 1780ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000024EF5293E20] m_bytesTransited = 44800, unacknowledgedAudioDuration = 1300 msec, packetAudioDelay = 0 msec
[697033]: 1781ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:306 CSpxUspRecoEngineAdapter::ProcessAudio: (0x0000024EF5413610) Sending Audio ... size=3200
[697033]: 1781ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1311 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[697033]: 1781ms SPX_TRACE_INFO:  usp_connection.cpp:800 TS:1415, Write 3200 bytes audio data.
[697033]: 1781ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:693 [0000024EF526C390]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[697033]: 1791ms SPX_TRACE_VERBOSE:  web_socket.cpp:540 [0x0000024EF545D200] Web socket sending message. Time: 2025-03-17T03:46:20.6885585Z, TimeInQueue: 10ms, IsBinary: 1, Path: audio, Size:3316 B
[697033]: 1792ms SPX_TRACE_VERBOSE:  web_socket.cpp:649 [0x0000024EF545D200] Web socket send message completed. Result: 0, SendTime: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[380336]: 1883ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:46:20.7800906Z, size:3200.
[380336]: 1883ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 44800 bytes (1400 msec)
[380336]: 1883ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000024EF5293E20] m_bytesTransited = 48000, unacknowledgedAudioDuration = 1400 msec, packetAudioDelay = 0 msec
[697033]: 1884ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:306 CSpxUspRecoEngineAdapter::ProcessAudio: (0x0000024EF5413610) Sending Audio ... size=3200
[697033]: 1884ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1311 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[697033]: 1884ms SPX_TRACE_INFO:  usp_connection.cpp:800 TS:1519, Write 3200 bytes audio data.
[697033]: 1884ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:693 [0000024EF526C390]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[697033]: 1885ms SPX_TRACE_VERBOSE:  web_socket.cpp:540 [0x0000024EF545D200] Web socket sending message. Time: 2025-03-17T03:46:20.7816798Z, TimeInQueue: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[697033]: 1885ms SPX_TRACE_VERBOSE:  web_socket.cpp:649 [0x0000024EF545D200] Web socket send message completed. Result: 0, SendTime: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[380336]: 1981ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:46:20.8783754Z, size:3200.
[380336]: 1981ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 48000 bytes (1500 msec)
[380336]: 1981ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000024EF5293E20] m_bytesTransited = 51200, unacknowledgedAudioDuration = 1500 msec, packetAudioDelay = 0 msec
[697033]: 1982ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:306 CSpxUspRecoEngineAdapter::ProcessAudio: (0x0000024EF5413610) Sending Audio ... size=3200
[697033]: 1982ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1311 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[697033]: 1982ms SPX_TRACE_INFO:  usp_connection.cpp:800 TS:1617, Write 3200 bytes audio data.
[697033]: 1982ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:693 [0000024EF526C390]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[697033]: 1990ms SPX_TRACE_VERBOSE:  web_socket.cpp:540 [0x0000024EF545D200] Web socket sending message. Time: 2025-03-17T03:46:20.8873017Z, TimeInQueue: 8ms, IsBinary: 1, Path: audio, Size:3316 B
[697033]: 1991ms SPX_TRACE_VERBOSE:  web_socket.cpp:649 [0x0000024EF545D200] Web socket send message completed. Result: 0, SendTime: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[380336]: 2080ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:46:20.9766440Z, size:3200.
[380336]: 2080ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 51200 bytes (1600 msec)
[380336]: 2080ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000024EF5293E20] m_bytesTransited = 54400, unacknowledgedAudioDuration = 1600 msec, packetAudioDelay = 0 msec
[697033]: 2080ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:306 CSpxUspRecoEngineAdapter::ProcessAudio: (0x0000024EF5413610) Sending Audio ... size=3200
[697033]: 2080ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1311 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[697033]: 2080ms SPX_TRACE_INFO:  usp_connection.cpp:800 TS:1715, Write 3200 bytes audio data.
[697033]: 2080ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:693 [0000024EF526C390]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[697033]: 2080ms SPX_TRACE_VERBOSE:  web_socket.cpp:540 [0x0000024EF545D200] Web socket sending message. Time: 2025-03-17T03:46:20.9774428Z, TimeInQueue: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[697033]: 2081ms SPX_TRACE_VERBOSE:  web_socket.cpp:649 [0x0000024EF545D200] Web socket send message completed. Result: 0, SendTime: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[380336]: 2180ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:46:21.0773020Z, size:3200.
[380336]: 2180ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 54400 bytes (1700 msec)
[380336]: 2180ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000024EF5293E20] m_bytesTransited = 57600, unacknowledgedAudioDuration = 1700 msec, packetAudioDelay = 0 msec
[697033]: 2180ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:306 CSpxUspRecoEngineAdapter::ProcessAudio: (0x0000024EF5413610) Sending Audio ... size=3200
[697033]: 2180ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1311 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[697033]: 2180ms SPX_TRACE_INFO:  usp_connection.cpp:800 TS:1815, Write 3200 bytes audio data.
[697033]: 2180ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:693 [0000024EF526C390]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[697033]: 2191ms SPX_TRACE_VERBOSE:  web_socket.cpp:540 [0x0000024EF545D200] Web socket sending message. Time: 2025-03-17T03:46:21.0876576Z, TimeInQueue: 10ms, IsBinary: 1, Path: audio, Size:3316 B
[697033]: 2191ms SPX_TRACE_VERBOSE:  web_socket.cpp:649 [0x0000024EF545D200] Web socket send message completed. Result: 0, SendTime: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[380336]: 2281ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:46:21.1776731Z, size:3200.
[380336]: 2281ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 57600 bytes (1800 msec)
[380336]: 2281ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000024EF5293E20] m_bytesTransited = 60800, unacknowledgedAudioDuration = 1800 msec, packetAudioDelay = 0 msec
[697033]: 2281ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:306 CSpxUspRecoEngineAdapter::ProcessAudio: (0x0000024EF5413610) Sending Audio ... size=3200
[697033]: 2281ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1311 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[697033]: 2281ms SPX_TRACE_INFO:  usp_connection.cpp:800 TS:1916, Write 3200 bytes audio data.
[697033]: 2281ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:693 [0000024EF526C390]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[697033]: 2281ms SPX_TRACE_VERBOSE:  web_socket.cpp:540 [0x0000024EF545D200] Web socket sending message. Time: 2025-03-17T03:46:21.1779499Z, TimeInQueue: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[697033]: 2281ms SPX_TRACE_VERBOSE:  web_socket.cpp:649 [0x0000024EF545D200] Web socket send message completed. Result: 0, SendTime: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[380336]: 2382ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:46:21.2787778Z, size:3200.
[380336]: 2382ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 60800 bytes (1900 msec)
[380336]: 2382ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000024EF5293E20] m_bytesTransited = 64000, unacknowledgedAudioDuration = 1900 msec, packetAudioDelay = 0 msec
[697033]: 2382ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:306 CSpxUspRecoEngineAdapter::ProcessAudio: (0x0000024EF5413610) Sending Audio ... size=3200
[697033]: 2382ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1311 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[697033]: 2382ms SPX_TRACE_INFO:  usp_connection.cpp:800 TS:2017, Write 3200 bytes audio data.
[697033]: 2382ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:693 [0000024EF526C390]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[697033]: 2391ms SPX_TRACE_VERBOSE:  web_socket.cpp:540 [0x0000024EF545D200] Web socket sending message. Time: 2025-03-17T03:46:21.2882468Z, TimeInQueue: 8ms, IsBinary: 1, Path: audio, Size:3316 B
[697033]: 2392ms SPX_TRACE_VERBOSE:  web_socket.cpp:649 [0x0000024EF545D200] Web socket send message completed. Result: 0, SendTime: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[380336]: 2480ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:46:21.3773366Z, size:3200.
[380336]: 2480ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 64000 bytes (2000 msec)
[380336]: 2480ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000024EF5293E20] m_bytesTransited = 67200, unacknowledgedAudioDuration = 2000 msec, packetAudioDelay = 0 msec
[697033]: 2480ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:306 CSpxUspRecoEngineAdapter::ProcessAudio: (0x0000024EF5413610) Sending Audio ... size=3200
[697033]: 2480ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1311 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[697033]: 2480ms SPX_TRACE_INFO:  usp_connection.cpp:800 TS:2115, Write 3200 bytes audio data.
[697033]: 2480ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:693 [0000024EF526C390]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[697033]: 2480ms SPX_TRACE_VERBOSE:  web_socket.cpp:540 [0x0000024EF545D200] Web socket sending message. Time: 2025-03-17T03:46:21.3776380Z, TimeInQueue: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[697033]: 2481ms SPX_TRACE_VERBOSE:  web_socket.cpp:649 [0x0000024EF545D200] Web socket send message completed. Result: 0, SendTime: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[380336]: 2580ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:46:21.4772041Z, size:3200.
[380336]: 2580ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 67200 bytes (2100 msec)
[380336]: 2580ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000024EF5293E20] m_bytesTransited = 70400, unacknowledgedAudioDuration = 2100 msec, packetAudioDelay = 0 msec
[697033]: 2580ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:306 CSpxUspRecoEngineAdapter::ProcessAudio: (0x0000024EF5413610) Sending Audio ... size=3200
[697033]: 2580ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1311 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[697033]: 2580ms SPX_TRACE_INFO:  usp_connection.cpp:800 TS:2215, Write 3200 bytes audio data.
[697033]: 2580ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:693 [0000024EF526C390]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[697033]: 2591ms SPX_TRACE_VERBOSE:  web_socket.cpp:540 [0x0000024EF545D200] Web socket sending message. Time: 2025-03-17T03:46:21.4876775Z, TimeInQueue: 10ms, IsBinary: 1, Path: audio, Size:3316 B
[697033]: 2591ms SPX_TRACE_VERBOSE:  web_socket.cpp:649 [0x0000024EF545D200] Web socket send message completed. Result: 0, SendTime: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[380336]: 2680ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:46:21.5775637Z, size:3200.
[380336]: 2681ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 70400 bytes (2200 msec)
[380336]: 2681ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000024EF5293E20] m_bytesTransited = 73600, unacknowledgedAudioDuration = 2200 msec, packetAudioDelay = 0 msec
[697033]: 2681ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:306 CSpxUspRecoEngineAdapter::ProcessAudio: (0x0000024EF5413610) Sending Audio ... size=3200
[697033]: 2681ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1311 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[697033]: 2681ms SPX_TRACE_INFO:  usp_connection.cpp:800 TS:2316, Write 3200 bytes audio data.
[697033]: 2681ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:693 [0000024EF526C390]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[697033]: 2681ms SPX_TRACE_VERBOSE:  web_socket.cpp:540 [0x0000024EF545D200] Web socket sending message. Time: 2025-03-17T03:46:21.5785941Z, TimeInQueue: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[697033]: 2682ms SPX_TRACE_VERBOSE:  web_socket.cpp:649 [0x0000024EF545D200] Web socket send message completed. Result: 0, SendTime: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[380336]: 2781ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:46:21.6781786Z, size:3200.
[380336]: 2781ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 73600 bytes (2300 msec)
[380336]: 2781ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000024EF5293E20] m_bytesTransited = 76800, unacknowledgedAudioDuration = 2300 msec, packetAudioDelay = 0 msec
[697033]: 2782ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:306 CSpxUspRecoEngineAdapter::ProcessAudio: (0x0000024EF5413610) Sending Audio ... size=3200
[697033]: 2782ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1311 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[697033]: 2782ms SPX_TRACE_INFO:  usp_connection.cpp:800 TS:2417, Write 3200 bytes audio data.
[697033]: 2782ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:693 [0000024EF526C390]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[697033]: 2790ms SPX_TRACE_VERBOSE:  web_socket.cpp:540 [0x0000024EF545D200] Web socket sending message. Time: 2025-03-17T03:46:21.6876046Z, TimeInQueue: 8ms, IsBinary: 1, Path: audio, Size:3316 B
[697033]: 2791ms SPX_TRACE_VERBOSE:  web_socket.cpp:649 [0x0000024EF545D200] Web socket send message completed. Result: 0, SendTime: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[380336]: 2880ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:46:21.7773174Z, size:3200.
[380336]: 2881ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 76800 bytes (2400 msec)
[380336]: 2881ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000024EF5293E20] m_bytesTransited = 80000, unacknowledgedAudioDuration = 2400 msec, packetAudioDelay = 0 msec
[697033]: 2881ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:306 CSpxUspRecoEngineAdapter::ProcessAudio: (0x0000024EF5413610) Sending Audio ... size=3200
[697033]: 2881ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1311 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[697033]: 2882ms SPX_TRACE_INFO:  usp_connection.cpp:800 TS:2516, Write 3200 bytes audio data.
[697033]: 2883ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:693 [0000024EF526C390]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[697033]: 2883ms SPX_TRACE_VERBOSE:  web_socket.cpp:540 [0x0000024EF545D200] Web socket sending message. Time: 2025-03-17T03:46:21.7803442Z, TimeInQueue: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[697033]: 2884ms SPX_TRACE_VERBOSE:  web_socket.cpp:649 [0x0000024EF545D200] Web socket send message completed. Result: 0, SendTime: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[380336]: 2980ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:46:21.8774967Z, size:3200.
[380336]: 2980ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 80000 bytes (2500 msec)
[380336]: 2980ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000024EF5293E20] m_bytesTransited = 83200, unacknowledgedAudioDuration = 2500 msec, packetAudioDelay = 0 msec
[697033]: 2981ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:306 CSpxUspRecoEngineAdapter::ProcessAudio: (0x0000024EF5413610) Sending Audio ... size=3200
[697033]: 2981ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1311 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[697033]: 2981ms SPX_TRACE_INFO:  usp_connection.cpp:800 TS:2615, Write 3200 bytes audio data.
[697033]: 2981ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:693 [0000024EF526C390]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[697033]: 2989ms SPX_TRACE_VERBOSE:  web_socket.cpp:540 [0x0000024EF545D200] Web socket sending message. Time: 2025-03-17T03:46:21.8861857Z, TimeInQueue: 8ms, IsBinary: 1, Path: audio, Size:3316 B
[697033]: 2989ms SPX_TRACE_VERBOSE:  web_socket.cpp:649 [0x0000024EF545D200] Web socket send message completed. Result: 0, SendTime: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[380336]: 3081ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:46:21.9780364Z, size:3200.
[380336]: 3081ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 83200 bytes (2600 msec)
[380336]: 3081ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000024EF5293E20] m_bytesTransited = 86400, unacknowledgedAudioDuration = 2600 msec, packetAudioDelay = 0 msec
[697033]: 3081ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:306 CSpxUspRecoEngineAdapter::ProcessAudio: (0x0000024EF5413610) Sending Audio ... size=3200
[697033]: 3081ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1311 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[697033]: 3081ms SPX_TRACE_INFO:  usp_connection.cpp:800 TS:2716, Write 3200 bytes audio data.
[697033]: 3081ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:693 [0000024EF526C390]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[697033]: 3096ms SPX_TRACE_VERBOSE:  web_socket.cpp:540 [0x0000024EF545D200] Web socket sending message. Time: 2025-03-17T03:46:21.9930127Z, TimeInQueue: 14ms, IsBinary: 1, Path: audio, Size:3316 B
[697033]: 3096ms SPX_TRACE_VERBOSE:  web_socket.cpp:649 [0x0000024EF545D200] Web socket send message completed. Result: 0, SendTime: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[380336]: 3182ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:46:22.0793563Z, size:3200.
[380336]: 3182ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 86400 bytes (2700 msec)
[380336]: 3182ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000024EF5293E20] m_bytesTransited = 89600, unacknowledgedAudioDuration = 2700 msec, packetAudioDelay = 0 msec
[697033]: 3183ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:306 CSpxUspRecoEngineAdapter::ProcessAudio: (0x0000024EF5413610) Sending Audio ... size=3200
[697033]: 3183ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1311 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[697033]: 3183ms SPX_TRACE_INFO:  usp_connection.cpp:800 TS:2818, Write 3200 bytes audio data.
[697033]: 3183ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:693 [0000024EF526C390]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[697033]: 3183ms SPX_TRACE_VERBOSE:  web_socket.cpp:540 [0x0000024EF545D200] Web socket sending message. Time: 2025-03-17T03:46:22.0802219Z, TimeInQueue: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[697033]: 3183ms SPX_TRACE_VERBOSE:  web_socket.cpp:649 [0x0000024EF545D200] Web socket send message completed. Result: 0, SendTime: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[380336]: 3280ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:46:22.1770709Z, size:3200.
[380336]: 3280ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 89600 bytes (2800 msec)
[380336]: 3280ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000024EF5293E20] m_bytesTransited = 92800, unacknowledgedAudioDuration = 2800 msec, packetAudioDelay = 0 msec
[697033]: 3281ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:306 CSpxUspRecoEngineAdapter::ProcessAudio: (0x0000024EF5413610) Sending Audio ... size=3200
