[954103]: 335ms SPX_DBG_TRACE_FUNCTION:  audio_stream_session.cpp:722 CSpxAudioStreamSession::AddRecognizer
[713562]: 7182ms SPX_TRACE_VERBOSE:  web_socket.cpp:649 [0x0000016E74CA6CF0] Web socket send message completed. Result: 0, SendTime: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[530837]: 7269ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:45:31.9021638Z, size:3200.
[530837]: 7269ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 217600 bytes (6800 msec)
[530837]: 7269ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000016E74BBD940] m_bytesTransited = 220800, unacknowledgedAudioDuration = 6800 msec, packetAudioDelay = 50 msec
[713562]: 7269ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:306 CSpxUspRecoEngineAdapter::ProcessAudio: (0x0000016E74C52FB0) Sending Audio ... size=3200
[713562]: 7269ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1311 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[713562]: 7269ms SPX_TRACE_INFO:  usp_connection.cpp:800 TS:6912, Write 3200 bytes audio data.
[713562]: 7269ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:693 [0000016E74A9B1D0]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[713562]: 7269ms SPX_TRACE_VERBOSE:  web_socket.cpp:540 [0x0000016E74CA6CF0] Web socket sending message. Time: 2025-03-17T03:45:31.9023577Z, TimeInQueue: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[713562]: 7269ms SPX_TRACE_VERBOSE:  web_socket.cpp:649 [0x0000016E74CA6CF0] Web socket send message completed. Result: 0, SendTime: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[530837]: 7368ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:45:32.0020964Z, size:3200.
[530837]: 7369ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 220800 bytes (6900 msec)
[530837]: 7369ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000016E74BBD940] m_bytesTransited = 224000, unacknowledgedAudioDuration = 6900 msec, packetAudioDelay = 50 msec
[713562]: 7369ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:306 CSpxUspRecoEngineAdapter::ProcessAudio: (0x0000016E74C52FB0) Sending Audio ... size=3200
[713562]: 7369ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1311 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[713562]: 7369ms SPX_TRACE_INFO:  usp_connection.cpp:800 TS:7012, Write 3200 bytes audio data.
[713562]: 7369ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:693 [0000016E74A9B1D0]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[713562]: 7382ms SPX_TRACE_VERBOSE:  web_socket.cpp:540 [0x0000016E74CA6CF0] Web socket sending message. Time: 2025-03-17T03:45:32.0155399Z, TimeInQueue: 13ms, IsBinary: 1, Path: audio, Size:3316 B
[713562]: 7382ms SPX_TRACE_VERBOSE:  web_socket.cpp:649 [0x0000016E74CA6CF0] Web socket send message completed. Result: 0, SendTime: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[713562]: 7427ms SPX_TRACE_VERBOSE:  usp_web_socket.cpp:209 USP message received. IsBinary=0, Path=translation.phrase, Size=496 B, Time=2025-03-17T03:45:32.0605613Z
[713562]: 7427ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:1513 [0000016E74A9B1D0]CSpxAudioStreamSession::FireConnectionMessageReceived; path=translation.phrase
[713562]: 7427ms SPX_TRACE_INFO:  usp_connection.cpp:1008 Response Message: content type: application/json; charset=utf-8.
[713562]: 7427ms SPX_TRACE_INFO:  usp_connection.cpp:1031 TS:7071 Response Message: path: translation.phrase, size: 377.
[53692]: 7427ms SPX_DBG_TRACE_SCOPE_ENTER:  connection_message.cpp:20 CSpxConnectionMessage::CSpxConnectionMessage
[53692]: 7427ms SPX_DBG_TRACE_SCOPE_EXIT:  connection_message.cpp:20 CSpxConnectionMessage::CSpxConnectionMessage
[53692]: 7427ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxConnectionMessage' as '370353069'
[713562]: 7427ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1759 Response: Translation.Phrase message. RecoStatus: 0, TranslationStatus: 1, RecoText: 네, 저희 일곱 개씩 파트너입니다. 손 다 미리 볼게요. 식사와 쉽게 하시고 두 시에., starts at 3900000, with duration 53600000 (100ns).
[53692]: 7427ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000016E74C69510; name='connection.message.type'; value='text'
[713562]: 7427ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:3075 CSpxUspRecoEngineAdapter::TryChangeState; audioState/uspState: 2/1200 => 2/1200 
[53692]: 7427ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000016E74C69510; name='connection.message.path'; value='translation.phrase'
[713562]: 7427ms SPX_DBG_TRACE_SCOPE_ENTER:  usp_reco_engine_adapter.cpp:1780 Fire final translation result: Creating Result
[53692]: 7427ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000016E74C69510; name='connection.message.text.message'; value='{"Duration":53600000,"Offset":3900000,"RecognitionStatus":"Success","Text":"네, 저희 일곱 개씩 파트너입니다. 손 다 미리 볼게요. 식사와 쉽게 하시고 두 시에.","Confidence":0.0,"Translation":{"TranslationStatus":"Error","FailureReason":"Translation call failed: Response status code does not indicate success: 400 (Bad Request).","Translations":[]}}'
[53692]: 7427ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000016E74C69510; name='Content-Type'; value='application/json; charset=utf-8'
[53692]: 7427ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000016E74C69510; name='Path'; value='translation.phrase'
[713562]: 7427ms SPX_DBG_TRACE_FUNCTION:  recognition_result.cpp:26 CSpxRecognitionResult::CSpxRecognitionResult
[53692]: 7427ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000016E74C69510; name='X-RequestId'; value='407f46fe10ce45e9afb6d44b80764486'
[713562]: 7427ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxRecognitionResult' as '175439361'
[53692]: 7428ms SPX_DBG_TRACE_SCOPE_ENTER:  connection_message_event_args.cpp:13 CSpxConnectionMessageEventArgs::CSpxConnectionMessageEventArgs
[713562]: 7428ms SPX_DBG_TRACE_FUNCTION:  recognition_result.cpp:90 CSpxRecognitionResult::InitFinalResult
[53692]: 7428ms SPX_DBG_TRACE_SCOPE_EXIT:  connection_message_event_args.cpp:13 CSpxConnectionMessageEventArgs::CSpxConnectionMessageEventArgs
[713562]: 7428ms SPX_TRACE_VERBOSE:  recognition_result.cpp:104 CSpxRecognitionResult::InitFinalResult: resultId=ec312e119f4642208518b7a09800e79f reason=3, text='네, 저희 일곱 개씩 파트너입니다. 손 다 미리 볼게요. 식사와 쉽게 하시고 두 시에.'
[53692]: 7428ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxConnectionMessageEventArgs' as '339321280'
[713562]: 7428ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000016E74D0D7E0; name='RESULT-Json'; value='{"Duration":53600000,"Offset":3900000,"RecognitionStatus":"Success","Text":"네, 저희 일곱 개씩 파트너입니다. 손 다 미리 볼게요. 식사와 쉽게 하시고 두 시에.","Confidence":0.0,"Translation":{"TranslationStatus":"Error","FailureReason":"Translation call failed: Response status code does not indicate success: 400 (Bad Request).","Translations":[]}}'
[53692]: 7428ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:111 CSpxHandleTable::TrackHandle p=0x0000016E74A75A60
[713562]: 7428ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000016E74D0D7E0; name='RESULT-RecognitionBackend'; value='online'
[53692]: 7428ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:121 CSpxHandleTable::TrackHandle class=ISpxConnectionMessageEventArgs, h=0x0000016E74A75A60, p=0x0000016E74A75A60, tot=3
[713562]: 7428ms SPX_DBG_TRACE_FUNCTION:  recognition_result.cpp:224 CSpxRecognitionResult::InitTranslationRecognitionResult
[713562]: 7428ms SPX_TRACE_ERROR:  recognition_result.cpp:252 CSpxRecognitionResult::InitTranslationRecognitionResult: Recognition succeeded but translation has error. Error details: Translation call failed: Response status code does not indicate success: 400 (Bad Request).
[53692]: 7428ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:111 CSpxHandleTable::TrackHandle p=0x0000016E74C694F0
[713562]: 7428ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000016E74D0D7E0; name='RESULT-ErrorDetails'; value='Translation call failed: Response status code does not indicate success: 400 (Bad Request).'
[53692]: 7428ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:121 CSpxHandleTable::TrackHandle class=ISpxConnectionMessage, h=0x0000016E74C694F0, p=0x0000016E74C694F0, tot=3
[713562]: 7428ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000016E74D0D7E0; name='RESULT-Json'; value='{"Duration":53600000,"Offset":3900000,"RecognitionStatus":"Success","Text":"네, 저희 일곱 개씩 파트너입니다. 손 다 미리 볼게요. 식사와 쉽게 하시고 두 시에.","Confidence":0.0,"Translation":{"TranslationStatus":"Error","FailureReason":"Translation call failed: Response status code does not indicate success: 400 (Bad Request).","Translations":[]}}'
[53692]: 7428ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:111 CSpxHandleTable::TrackHandle p=0x0000016E74C69510
[713562]: 7428ms SPX_DBG_TRACE_VERBOSE:  reco_engine_adapter_helpers.cpp:46 CSpxRecoEngineAdapterHelpers::UpdateServiceResponseJsonResult: before update: json='{"Duration":53600000,"Offset":3900000,"RecognitionStatus":"Success","Text":"네, 저희 일곱 개씩 파트너입니다. 손 다 미리 볼게요. 식사와 쉽게 하시고 두 시에.","Confidence":0.0,"Translation":{"TranslationStatus":"Error","FailureReason":"Translation call failed: Response status code does not indicate success: 400 (Bad Request).","Translations":[]}}'
[53692]: 7428ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:121 CSpxHandleTable::TrackHandle class=ISpxNamedProperties, h=0x0000016E74C69510, p=0x0000016E74C69510, tot=7
[53692]: 7428ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000016E74C69510; name='connection.message.path'; value='translation.phrase'
[713562]: 7428ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000016E74A9B2B8; name='AudioConfig_AudioSource'; value='Microphones'
[713562]: 7428ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000016E74D0D7E0; name='RESULT-RecognitionLatencyMs'; value='1308'
[53692]: 7428ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000016E74C69510; name='X-RequestId'; value='407f46fe10ce45e9afb6d44b80764486'
[713562]: 7428ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:1398 [0000016E74A9B1D0]CSpxAudioStreamSession::WaitForRecognition_Complete: ...
[713562]: 7428ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:1582 [0000016E74A9B1D0]CSpxAudioStreamSession::FireResultEvent
[53692]: 7428ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000016E74C69510; name='Content-Type'; value='application/json; charset=utf-8'
[713562]: 7428ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000016E74D0D7E0; name='RESULT-ErrorDetails'; value='Translation call failed: Response status code does not indicate success: 400 (Bad Request).'
[713562]: 7428ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000016E74D0D7E0; name='RESULT-ErrorDetails'; value='Translation call failed: Response status code does not indicate success: 400 (Bad Request). SessionId: 196d05ec3dee42cca895e742c94dd852'
[53692]: 7428ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000016E74C69510; name='connection.message.type'; value='text'
[713562]: 7428ms SPX_DBG_TRACE_SCOPE_EXIT:  usp_reco_engine_adapter.cpp:1780 FireFinalResul: GetSite()->FireAdapterResult_FinalResult()  complete!
[53692]: 7428ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000016E74C69510; name='connection.message.type'; value='text'
[713562]: 7428ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:3292 CSpxUspRecoEngineAdapter::OnAcknowledgedAudio: Before adding starting offset=57500000
[53692]: 7428ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000016E74C69510; name='connection.message.type'; value='text'
[713562]: 7428ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:3295 CSpxUspRecoEngineAdapter::OnAcknowledgedAudio: this=0x0000016E74C52FB0 Service acknowledging to offset 57500000 (100ns).
[53692]: 7428ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000016E74C69510; name='connection.message.type'; value='text'
[713562]: 7428ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000016E74A9B2B8; name='SPEECH-UspContinuationOffset'; value='57500000'
[53692]: 7428ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000016E74C69510; name='connection.message.text.message'; value='{"Duration":53600000,"Offset":3900000,"RecognitionStatus":"Success","Text":"네, 저희 일곱 개씩 파트너입니다. 손 다 미리 볼게요. 식사와 쉽게 하시고 두 시에.","Confidence":0.0,"Translation":{"TranslationStatus":"Error","FailureReason":"Translation call failed: Response status code does not indicate success: 400 (Bad Request).","Translations":[]}}'
[713562]: 7428ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000016E74C53020; name='IsKeywordAndSpeechRecognizer'; value='false'
[713562]: 7428ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:3306 CSpxUspRecoEngineAdapter::OnAcknowledgedAudio: ShrinkReplayBuffer=57500000
[713562]: 7428ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000016E74A9B2B8; name='SPEECH-SingleUseEndpoint'; value=''
[713562]: 7428ms SPX_DBG_TRACE_VERBOSE:  audio_buffer.cpp:114 PcmAudioBuffer::DiscardBytesUnlocked discarding 184000 bytes.
[53692]: 7428ms SPX_DBG_TRACE_SCOPE_ENTER:  audio_stream_session.cpp:1725 DispatchEvent task started...
[53692]: 7428ms SPX_DBG_TRACE_SCOPE_ENTER:  recognizer.cpp:323 CSpxRecognizer::FireResultEvent
[53692]: 7428ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxRecognitionEventArgs' as '706084327'
[53692]: 7428ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:111 CSpxHandleTable::TrackHandle p=0x0000016E74C062A0
[53692]: 7428ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:121 CSpxHandleTable::TrackHandle class=ISpxRecognitionEventArgs, h=0x0000016E74C062A0, p=0x0000016E74C062A0, tot=1
[53692]: 7429ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:111 CSpxHandleTable::TrackHandle p=0x0000016E74D0D6E0
[53692]: 7429ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:121 CSpxHandleTable::TrackHandle class=ISpxRecognitionResult, h=0x0000016E74D0D6E0, p=0x0000016E74D0D6E0, tot=1
[53692]: 7429ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:111 CSpxHandleTable::TrackHandle p=0x0000016E74D0D7E0
[53692]: 7429ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:121 CSpxHandleTable::TrackHandle class=ISpxNamedProperties, h=0x0000016E74D0D7E0, p=0x0000016E74D0D7E0, tot=8
[53692]: 7436ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000016E74D0D7E0; name='ITN'; value=''
[53692]: 7436ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000016E74D0D7E0; name='Lexical'; value=''
[53692]: 7436ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000016E74D0D7E0; name='RESULT-RecognitionLatencyMs'; value='1308'
[53692]: 7436ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000016E74D0D7E0; name='RESULT-Json'; value='{"Duration":53600000,"Offset":3900000,"RecognitionStatus":"Success","Text":"네, 저희 일곱 개씩 파트너입니다. 손 다 미리 볼게요. 식사와 쉽게 하시고 두 시에.","Confidence":0.0,"Translation":{"TranslationStatus":"Error","FailureReason":"Translation call failed: Response status code does not indicate success: 400 (Bad Request).","Translations":[]}}'
[53692]: 7437ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000016E74D0D7E0; name='ITN'; value=''
[53692]: 7437ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000016E74D0D7E0; name='Lexical'; value=''
[53692]: 7437ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000016E74D0D7E0; name='RESULT-RecognitionLatencyMs'; value='1308'
[53692]: 7438ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000016E74D0D7E0; name='RESULT-Json'; value='{"Duration":53600000,"Offset":3900000,"RecognitionStatus":"Success","Text":"네, 저희 일곱 개씩 파트너입니다. 손 다 미리 볼게요. 식사와 쉽게 하시고 두 시에.","Confidence":0.0,"Translation":{"TranslationStatus":"Error","FailureReason":"Translation call failed: Response status code does not indicate success: 400 (Bad Request).","Translations":[]}}'
[53692]: 7438ms SPX_DBG_TRACE_SCOPE_EXIT:  recognizer.cpp:323 CSpxRecognizer::FireResultEvent
[53692]: 7438ms SPX_DBG_TRACE_SCOPE_EXIT:  audio_stream_session.cpp:1725 DispatchEvent task complete!
[530837]: 7468ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:45:32.1020357Z, size:3200.
[530837]: 7468ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 40000 bytes (1250 msec)
[530837]: 7469ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000016E74BBD940] m_bytesTransited = 227200, unacknowledgedAudioDuration = 1250 msec, packetAudioDelay = 50 msec
[713562]: 7469ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:306 CSpxUspRecoEngineAdapter::ProcessAudio: (0x0000016E74C52FB0) Sending Audio ... size=3200
[713562]: 7469ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1311 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[713562]: 7469ms SPX_TRACE_INFO:  usp_connection.cpp:800 TS:7112, Write 3200 bytes audio data.
[713562]: 7469ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:693 [0000016E74A9B1D0]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[713562]: 7469ms SPX_TRACE_VERBOSE:  web_socket.cpp:540 [0x0000016E74CA6CF0] Web socket sending message. Time: 2025-03-17T03:45:32.1022670Z, TimeInQueue: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[713562]: 7469ms SPX_TRACE_VERBOSE:  web_socket.cpp:649 [0x0000016E74CA6CF0] Web socket send message completed. Result: 0, SendTime: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[530837]: 7568ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:45:32.2020234Z, size:3200.
[530837]: 7568ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 43200 bytes (1350 msec)
[530837]: 7568ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000016E74BBD940] m_bytesTransited = 230400, unacknowledgedAudioDuration = 1350 msec, packetAudioDelay = 50 msec
[713562]: 7569ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:306 CSpxUspRecoEngineAdapter::ProcessAudio: (0x0000016E74C52FB0) Sending Audio ... size=3200
[713562]: 7569ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1311 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[713562]: 7569ms SPX_TRACE_INFO:  usp_connection.cpp:800 TS:7212, Write 3200 bytes audio data.
[713562]: 7569ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:693 [0000016E74A9B1D0]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[713562]: 7580ms SPX_TRACE_VERBOSE:  web_socket.cpp:540 [0x0000016E74CA6CF0] Web socket sending message. Time: 2025-03-17T03:45:32.2134222Z, TimeInQueue: 11ms, IsBinary: 1, Path: audio, Size:3316 B
[713562]: 7580ms SPX_TRACE_VERBOSE:  web_socket.cpp:649 [0x0000016E74CA6CF0] Web socket send message completed. Result: 0, SendTime: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[530837]: 7668ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:45:32.3013774Z, size:3200.
[530837]: 7668ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 46400 bytes (1450 msec)
[530837]: 7668ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000016E74BBD940] m_bytesTransited = 233600, unacknowledgedAudioDuration = 1450 msec, packetAudioDelay = 50 msec
[713562]: 7668ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:306 CSpxUspRecoEngineAdapter::ProcessAudio: (0x0000016E74C52FB0) Sending Audio ... size=3200
[713562]: 7668ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1311 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[713562]: 7668ms SPX_TRACE_INFO:  usp_connection.cpp:800 TS:7311, Write 3200 bytes audio data.
[713562]: 7668ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:693 [0000016E74A9B1D0]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[713562]: 7668ms SPX_TRACE_VERBOSE:  web_socket.cpp:540 [0x0000016E74CA6CF0] Web socket sending message. Time: 2025-03-17T03:45:32.3017400Z, TimeInQueue: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[713562]: 7668ms SPX_TRACE_VERBOSE:  web_socket.cpp:649 [0x0000016E74CA6CF0] Web socket send message completed. Result: 0, SendTime: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[530837]: 7768ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:45:32.4020926Z, size:3200.
[530837]: 7769ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 49600 bytes (1550 msec)
[530837]: 7769ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000016E74BBD940] m_bytesTransited = 236800, unacknowledgedAudioDuration = 1550 msec, packetAudioDelay = 50 msec
[713562]: 7769ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:306 CSpxUspRecoEngineAdapter::ProcessAudio: (0x0000016E74C52FB0) Sending Audio ... size=3200
[713562]: 7769ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1311 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[713562]: 7769ms SPX_TRACE_INFO:  usp_connection.cpp:800 TS:7412, Write 3200 bytes audio data.
[713562]: 7769ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:693 [0000016E74A9B1D0]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[713562]: 7779ms SPX_TRACE_VERBOSE:  web_socket.cpp:540 [0x0000016E74CA6CF0] Web socket sending message. Time: 2025-03-17T03:45:32.4128035Z, TimeInQueue: 10ms, IsBinary: 1, Path: audio, Size:3316 B
[713562]: 7779ms SPX_TRACE_VERBOSE:  web_socket.cpp:649 [0x0000016E74CA6CF0] Web socket send message completed. Result: 0, SendTime: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[530837]: 7869ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:45:32.5028389Z, size:3200.
[530837]: 7869ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 52800 bytes (1650 msec)
[530837]: 7869ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000016E74BBD940] m_bytesTransited = 240000, unacknowledgedAudioDuration = 1650 msec, packetAudioDelay = 50 msec
[713562]: 7869ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:306 CSpxUspRecoEngineAdapter::ProcessAudio: (0x0000016E74C52FB0) Sending Audio ... size=3200
[713562]: 7869ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1311 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[713562]: 7869ms SPX_TRACE_INFO:  usp_connection.cpp:800 TS:7513, Write 3200 bytes audio data.
[713562]: 7869ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:693 [0000016E74A9B1D0]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[713562]: 7869ms SPX_TRACE_VERBOSE:  web_socket.cpp:540 [0x0000016E74CA6CF0] Web socket sending message. Time: 2025-03-17T03:45:32.5030557Z, TimeInQueue: 0ms, IsBinary: 1, Path: audio, Size:3316 B
