[78358]: 44ms SPX_DBG_TRACE_FUNCTION:  audio_stream_session.cpp:722 CSpxAudioStreamSession::AddRecognizer
[324658]: 2496ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:306 CSpxUspRecoEngineAdapter::ProcessAudio: (0x0000019070FEF3B0) Sending Audio ... size=3200
[324658]: 2497ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1311 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[527230]: 2496ms SPX_DBG_TRACE_VERBOSE:  audio_pump.cpp:464 [0000019070E11720]CSpxAudioPump::PumpThread(): read frame duration: 0 ms => sending audio buffer size 3200
[324658]: 2497ms SPX_TRACE_INFO:  usp_connection.cpp:800 TS:2433, Write 3200 bytes audio data.
[324658]: 2497ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:693 [0000019070EA29E0]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[527230]: 2497ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:55:48.3145712Z, size:3200.
[324658]: 2497ms SPX_TRACE_VERBOSE:  web_socket.cpp:540 [0x0000019071052ED0] Web socket sending message. Time: 2025-03-17T03:55:48.3147240Z, TimeInQueue: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[527230]: 2497ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 303040 bytes (9470 msec)
[527230]: 2497ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000019070FA5F70] m_bytesTransited = 320000, unacknowledgedAudioDuration = 9470 msec, packetAudioDelay = 50 msec
[527230]: 2497ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:629 [0000019070EA29E0]CSpxAudioStreamSession::SlowDownThreadIfNecessary: Stashing ... sleeping for 48 ms
[324658]: 2497ms SPX_TRACE_VERBOSE:  web_socket.cpp:649 [0x0000019071052ED0] Web socket send message completed. Result: 0, SendTime: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[324658]: 2512ms SPX_TRACE_VERBOSE:  usp_web_socket.cpp:209 USP message received. IsBinary=0, Path=speech.hypothesis, Size=335 B, Time=2025-03-17T03:55:48.3297991Z
[324658]: 2512ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:1513 [0000019070EA29E0]CSpxAudioStreamSession::FireConnectionMessageReceived; path=speech.hypothesis
[402264]: 2512ms SPX_DBG_TRACE_SCOPE_ENTER:  connection_message.cpp:20 CSpxConnectionMessage::CSpxConnectionMessage
[324658]: 2512ms SPX_TRACE_INFO:  usp_connection.cpp:1008 Response Message: content type: application/json; charset=utf-8.
[402264]: 2513ms SPX_DBG_TRACE_SCOPE_EXIT:  connection_message.cpp:20 CSpxConnectionMessage::CSpxConnectionMessage
[324658]: 2513ms SPX_TRACE_INFO:  usp_connection.cpp:1031 TS:2450 Response Message: path: speech.hypothesis, size: 217.
[402264]: 2513ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxConnectionMessage' as '370353069'
[324658]: 2513ms SPX_DBG_TRACE_VERBOSE:  uspimpl.h:96 Got language ko-kr from speech.hypothesis message.
[402264]: 2513ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000019070FEEB20; name='connection.message.type'; value='text'
[324658]: 2513ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1422 Response: Speech.Hypothesis message. Starts at offset 17900000, with duration 44800000 (100ns). Text: 테스트 및 끝점 같은 콘텐츠는 사용자 지정 음성 포털에서
[402264]: 2513ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000019070FEEB20; name='connection.message.path'; value='speech.hypothesis'
[324658]: 2513ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1430 CSpxUspRecoEngineAdapter::OnSpeechHypothesis: site->FireAdapterResult_Intermediate()
[402264]: 2514ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000019070FEEB20; name='connection.message.text.message'; value='{"Id":"43666b21e0bc41139cca784bd18962c8","Text":"테스트 및 끝점 같은 콘텐츠는 사용자 지정 음성 포털에서","Offset":17900000,"Duration":44800000,"PrimaryLanguage":{"Language":"ko-kr"},"Channel":0}'
[324658]: 2514ms SPX_DBG_TRACE_FUNCTION:  recognition_result.cpp:26 CSpxRecognitionResult::CSpxRecognitionResult
[402264]: 2514ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000019070FEEB20; name='Content-Type'; value='application/json; charset=utf-8'
[324658]: 2514ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxRecognitionResult' as '175439361'
[402264]: 2514ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000019070FEEB20; name='Path'; value='speech.hypothesis'
[324658]: 2514ms SPX_TRACE_VERBOSE:  recognition_result.cpp:79 CSpxRecognitionResult::InitIntermediateResult: resultId=43666b21e0bc41139cca784bd18962c8
[402264]: 2514ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000019070FEEB20; name='X-RequestId'; value='95b85020b16448f486be3d34e4351f9b'
[324658]: 2514ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000019070FEDB90; name='RESULT-Json'; value='{"Id":"43666b21e0bc41139cca784bd18962c8","Text":"테스트 및 끝점 같은 콘텐츠는 사용자 지정 음성 포털에서","Offset":17900000,"Duration":44800000,"PrimaryLanguage":{"Language":"ko-kr"},"Channel":0}'
[402264]: 2514ms SPX_DBG_TRACE_SCOPE_ENTER:  connection_message_event_args.cpp:13 CSpxConnectionMessageEventArgs::CSpxConnectionMessageEventArgs
[324658]: 2514ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000019070FEDB90; name='RESULT-RecognitionBackend'; value='online'
[402264]: 2514ms SPX_DBG_TRACE_SCOPE_EXIT:  connection_message_event_args.cpp:13 CSpxConnectionMessageEventArgs::CSpxConnectionMessageEventArgs
[324658]: 2514ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000019070FEDB90; name='Auto-Detect-Source-Language-Result'; value='ko-kr'
[402264]: 2514ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxConnectionMessageEventArgs' as '339321280'
[324658]: 2514ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000019070FEDB90; name='SpeechServiceResponse_IsTentativePhrase'; value='false'
[402264]: 2514ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:111 CSpxHandleTable::TrackHandle p=0x0000019070FBCFA0
[324658]: 2514ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070FEDB90; name='RESULT-Json'; value='{"Id":"43666b21e0bc41139cca784bd18962c8","Text":"테스트 및 끝점 같은 콘텐츠는 사용자 지정 음성 포털에서","Offset":17900000,"Duration":44800000,"PrimaryLanguage":{"Language":"ko-kr"},"Channel":0}'
[402264]: 2514ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:121 CSpxHandleTable::TrackHandle class=ISpxConnectionMessageEventArgs, h=0x0000019070FBCFA0, p=0x0000019070FBCFA0, tot=11
[324658]: 2514ms SPX_DBG_TRACE_VERBOSE:  reco_engine_adapter_helpers.cpp:46 CSpxRecoEngineAdapterHelpers::UpdateServiceResponseJsonResult: before update: json='{"Id":"43666b21e0bc41139cca784bd18962c8","Text":"테스트 및 끝점 같은 콘텐츠는 사용자 지정 음성 포털에서","Offset":17900000,"Duration":44800000,"PrimaryLanguage":{"Language":"ko-kr"},"Channel":0}'
[402264]: 2514ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:111 CSpxHandleTable::TrackHandle p=0x0000019070FEEB00
[402264]: 2515ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:121 CSpxHandleTable::TrackHandle class=ISpxConnectionMessage, h=0x0000019070FEEB00, p=0x0000019070FEEB00, tot=11
[324658]: 2515ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070EA2AC8; name='AudioConfig_AudioSource'; value='File'
[324658]: 2515ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000019070FEDB90; name='RESULT-RecognitionLatencyMs'; value='1844'
[402264]: 2515ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:111 CSpxHandleTable::TrackHandle p=0x0000019070FEEB20
[324658]: 2515ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:2334 Storing intermediate result for possible promotion.
[402264]: 2515ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:121 CSpxHandleTable::TrackHandle class=ISpxNamedProperties, h=0x0000019070FEEB20, p=0x0000019070FEEB20, tot=23
[324658]: 2515ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:1582 [0000019070EA29E0]CSpxAudioStreamSession::FireResultEvent
[402264]: 2515ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070FEEB20; name='connection.message.path'; value='speech.hypothesis'
[402264]: 2515ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070FEEB20; name='X-RequestId'; value='95b85020b16448f486be3d34e4351f9b'
[402264]: 2515ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070FEEB20; name='Content-Type'; value='application/json; charset=utf-8'
[402264]: 2515ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070FEEB20; name='connection.message.type'; value='text'
[402264]: 2515ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070FEEB20; name='connection.message.type'; value='text'
[402264]: 2515ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070FEEB20; name='connection.message.type'; value='text'
[402264]: 2516ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070FEEB20; name='connection.message.type'; value='text'
[402264]: 2516ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070FEEB20; name='connection.message.text.message'; value='{"Id":"43666b21e0bc41139cca784bd18962c8","Text":"테스트 및 끝점 같은 콘텐츠는 사용자 지정 음성 포털에서","Offset":17900000,"Duration":44800000,"PrimaryLanguage":{"Language":"ko-kr"},"Channel":0}'
[402264]: 2517ms SPX_DBG_TRACE_SCOPE_ENTER:  audio_stream_session.cpp:1725 DispatchEvent task started...
[402264]: 2517ms SPX_DBG_TRACE_SCOPE_ENTER:  recognizer.cpp:323 CSpxRecognizer::FireResultEvent
[402264]: 2517ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxRecognitionEventArgs' as '706084327'
[402264]: 2517ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:111 CSpxHandleTable::TrackHandle p=0x00000190710EE060
[402264]: 2518ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:121 CSpxHandleTable::TrackHandle class=ISpxRecognitionEventArgs, h=0x00000190710EE060, p=0x00000190710EE060, tot=9
[402264]: 2518ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:111 CSpxHandleTable::TrackHandle p=0x0000019070FEDA90
[402264]: 2518ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:121 CSpxHandleTable::TrackHandle class=ISpxRecognitionResult, h=0x0000019070FEDA90, p=0x0000019070FEDA90, tot=9
[402264]: 2518ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:111 CSpxHandleTable::TrackHandle p=0x0000019070FEDB90
[402264]: 2518ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:121 CSpxHandleTable::TrackHandle class=ISpxNamedProperties, h=0x0000019070FEDB90, p=0x0000019070FEDB90, tot=24
[402264]: 2525ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070FEDB90; name='ITN'; value=''
[402264]: 2525ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070FEDB90; name='Lexical'; value=''
[402264]: 2525ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070FEDB90; name='RESULT-RecognitionLatencyMs'; value='1844'
[402264]: 2526ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070FEDB90; name='RESULT-Json'; value='{"Id":"43666b21e0bc41139cca784bd18962c8","Text":"테스트 및 끝점 같은 콘텐츠는 사용자 지정 음성 포털에서","Offset":17900000,"Duration":44800000,"PrimaryLanguage":{"Language":"ko-kr"},"Channel":0}'
[402264]: 2529ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070FEDB90; name='ITN'; value=''
[402264]: 2529ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070FEDB90; name='Lexical'; value=''
[402264]: 2529ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070FEDB90; name='RESULT-RecognitionLatencyMs'; value='1844'
[402264]: 2530ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070FEDB90; name='RESULT-Json'; value='{"Id":"43666b21e0bc41139cca784bd18962c8","Text":"테스트 및 끝점 같은 콘텐츠는 사용자 지정 음성 포털에서","Offset":17900000,"Duration":44800000,"PrimaryLanguage":{"Language":"ko-kr"},"Channel":0}'
[402264]: 2531ms SPX_DBG_TRACE_SCOPE_EXIT:  recognizer.cpp:323 CSpxRecognizer::FireResultEvent
[402264]: 2532ms SPX_DBG_TRACE_SCOPE_EXIT:  audio_stream_session.cpp:1725 DispatchEvent task complete!
[324658]: 2543ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:306 CSpxUspRecoEngineAdapter::ProcessAudio: (0x0000019070FEF3B0) Sending Audio ... size=3200
[527230]: 2543ms SPX_DBG_TRACE_VERBOSE:  audio_pump.cpp:464 [0000019070E11720]CSpxAudioPump::PumpThread(): read frame duration: 0 ms => sending audio buffer size 3200
[324658]: 2543ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1311 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[324658]: 2543ms SPX_TRACE_INFO:  usp_connection.cpp:800 TS:2480, Write 3200 bytes audio data.
[527230]: 2543ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:55:48.3610507Z, size:3200.
[324658]: 2543ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:693 [0000019070EA29E0]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[527230]: 2543ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 306240 bytes (9570 msec)
[527230]: 2543ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000019070FA5F70] m_bytesTransited = 323200, unacknowledgedAudioDuration = 9570 msec, packetAudioDelay = 50 msec
[324658]: 2544ms SPX_TRACE_VERBOSE:  web_socket.cpp:540 [0x0000019071052ED0] Web socket sending message. Time: 2025-03-17T03:55:48.3613286Z, TimeInQueue: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[527230]: 2544ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:629 [0000019070EA29E0]CSpxAudioStreamSession::SlowDownThreadIfNecessary: Stashing ... sleeping for 48 ms
[324658]: 2544ms SPX_TRACE_VERBOSE:  web_socket.cpp:649 [0x0000019071052ED0] Web socket send message completed. Result: 0, SendTime: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[324658]: 2589ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:306 CSpxUspRecoEngineAdapter::ProcessAudio: (0x0000019070FEF3B0) Sending Audio ... size=3200
[527230]: 2589ms SPX_DBG_TRACE_VERBOSE:  audio_pump.cpp:464 [0000019070E11720]CSpxAudioPump::PumpThread(): read frame duration: 0 ms => sending audio buffer size 3200
[527230]: 2590ms SPX_TRACE_VERBOSE:  audio_stream_session.cpp:538 Received audio chunk: time: 2025-03-17T03:55:48.4079883Z, size:3200.
[324658]: 2590ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1311 CSpxUspRecoEngineAdapter::UspWriteActual(..., 3200)
[324658]: 2591ms SPX_TRACE_INFO:  usp_connection.cpp:800 TS:2527, Write 3200 bytes audio data.
[324658]: 2591ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:693 [0000019070EA29E0]CSpxAudioStreamSession::ProcessNextAudio: done processing all audio chunks
[527230]: 2591ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:552 CSpxAudioStreamSession::ProcessAudio: Non-acknowledged size = 309440 bytes (9670 msec)
[527230]: 2591ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session_throttle_logic.cpp:167 [0000019070FA5F70] m_bytesTransited = 326400, unacknowledgedAudioDuration = 9670 msec, packetAudioDelay = 50 msec
[527230]: 2591ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:629 [0000019070EA29E0]CSpxAudioStreamSession::SlowDownThreadIfNecessary: Stashing ... sleeping for 47 ms
[324658]: 2603ms SPX_TRACE_VERBOSE:  web_socket.cpp:540 [0x0000019071052ED0] Web socket sending message. Time: 2025-03-17T03:55:48.4211533Z, TimeInQueue: 12ms, IsBinary: 1, Path: audio, Size:3316 B
[324658]: 2604ms SPX_TRACE_VERBOSE:  web_socket.cpp:649 [0x0000019071052ED0] Web socket send message completed. Result: 0, SendTime: 0ms, IsBinary: 1, Path: audio, Size:3316 B
[324658]: 2619ms SPX_TRACE_VERBOSE:  usp_web_socket.cpp:209 USP message received. IsBinary=0, Path=speech.hypothesis, Size=345 B, Time=2025-03-17T03:55:48.4367801Z
[324658]: 2619ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:1513 [0000019070EA29E0]CSpxAudioStreamSession::FireConnectionMessageReceived; path=speech.hypothesis
[324658]: 2619ms SPX_TRACE_INFO:  usp_connection.cpp:1008 Response Message: content type: application/json; charset=utf-8.
[324658]: 2619ms SPX_TRACE_INFO:  usp_connection.cpp:1031 TS:2556 Response Message: path: speech.hypothesis, size: 227.
[324658]: 2619ms SPX_DBG_TRACE_VERBOSE:  uspimpl.h:96 Got language ko-kr from speech.hypothesis message.
[324658]: 2619ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1422 Response: Speech.Hypothesis message. Starts at offset 17900000, with duration 50800000 (100ns). Text: 테스트 및 끝점 같은 콘텐츠는 사용자 지정 음성 포털에서 프로젝
[402264]: 2619ms SPX_DBG_TRACE_SCOPE_ENTER:  connection_message.cpp:20 CSpxConnectionMessage::CSpxConnectionMessage
[402264]: 2619ms SPX_DBG_TRACE_SCOPE_EXIT:  connection_message.cpp:20 CSpxConnectionMessage::CSpxConnectionMessage
[324658]: 2619ms SPX_DBG_TRACE_VERBOSE:  usp_reco_engine_adapter.cpp:1430 CSpxUspRecoEngineAdapter::OnSpeechHypothesis: site->FireAdapterResult_Intermediate()
[402264]: 2619ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxConnectionMessage' as '370353069'
[402264]: 2619ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000019070FEED40; name='connection.message.type'; value='text'
[324658]: 2619ms SPX_DBG_TRACE_FUNCTION:  recognition_result.cpp:26 CSpxRecognitionResult::CSpxRecognitionResult
[402264]: 2619ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000019070FEED40; name='connection.message.path'; value='speech.hypothesis'
[324658]: 2619ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxRecognitionResult' as '175439361'
[402264]: 2619ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000019070FEED40; name='connection.message.text.message'; value='{"Id":"e932c673a10f4897b7edeb39c16ae9bb","Text":"테스트 및 끝점 같은 콘텐츠는 사용자 지정 음성 포털에서 프로젝","Offset":17900000,"Duration":50800000,"PrimaryLanguage":{"Language":"ko-kr"},"Channel":0}'
[324658]: 2619ms SPX_TRACE_VERBOSE:  recognition_result.cpp:79 CSpxRecognitionResult::InitIntermediateResult: resultId=e932c673a10f4897b7edeb39c16ae9bb
[402264]: 2619ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000019070FEED40; name='Content-Type'; value='application/json; charset=utf-8'
[324658]: 2619ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x00000190711C7F90; name='RESULT-Json'; value='{"Id":"e932c673a10f4897b7edeb39c16ae9bb","Text":"테스트 및 끝점 같은 콘텐츠는 사용자 지정 음성 포털에서 프로젝","Offset":17900000,"Duration":50800000,"PrimaryLanguage":{"Language":"ko-kr"},"Channel":0}'
[402264]: 2619ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000019070FEED40; name='Path'; value='speech.hypothesis'
[324658]: 2619ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x00000190711C7F90; name='RESULT-RecognitionBackend'; value='online'
[402264]: 2619ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x0000019070FEED40; name='X-RequestId'; value='95b85020b16448f486be3d34e4351f9b'
[324658]: 2619ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x00000190711C7F90; name='Auto-Detect-Source-Language-Result'; value='ko-kr'
[402264]: 2619ms SPX_DBG_TRACE_SCOPE_ENTER:  connection_message_event_args.cpp:13 CSpxConnectionMessageEventArgs::CSpxConnectionMessageEventArgs
[324658]: 2619ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x00000190711C7F90; name='SpeechServiceResponse_IsTentativePhrase'; value='false'
[402264]: 2619ms SPX_DBG_TRACE_SCOPE_EXIT:  connection_message_event_args.cpp:13 CSpxConnectionMessageEventArgs::CSpxConnectionMessageEventArgs
[324658]: 2619ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x00000190711C7F90; name='RESULT-Json'; value='{"Id":"e932c673a10f4897b7edeb39c16ae9bb","Text":"테스트 및 끝점 같은 콘텐츠는 사용자 지정 음성 포털에서 프로젝","Offset":17900000,"Duration":50800000,"PrimaryLanguage":{"Language":"ko-kr"},"Channel":0}'
[402264]: 2619ms SPX_DBG_TRACE_VERBOSE:  resource_manager.cpp:131 Created 'CSpxConnectionMessageEventArgs' as '339321280'
[324658]: 2619ms SPX_DBG_TRACE_VERBOSE:  reco_engine_adapter_helpers.cpp:46 CSpxRecoEngineAdapterHelpers::UpdateServiceResponseJsonResult: before update: json='{"Id":"e932c673a10f4897b7edeb39c16ae9bb","Text":"테스트 및 끝점 같은 콘텐츠는 사용자 지정 음성 포털에서 프로젝","Offset":17900000,"Duration":50800000,"PrimaryLanguage":{"Language":"ko-kr"},"Channel":0}'
[402264]: 2619ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:111 CSpxHandleTable::TrackHandle p=0x0000019070FBD060
[402264]: 2619ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:121 CSpxHandleTable::TrackHandle class=ISpxConnectionMessageEventArgs, h=0x0000019070FBD060, p=0x0000019070FBD060, tot=12
[324658]: 2620ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070EA2AC8; name='AudioConfig_AudioSource'; value='File'
[402264]: 2620ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:111 CSpxHandleTable::TrackHandle p=0x0000019070FEED20
[324658]: 2620ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxPropertyBagImpl::SetStringValue: this=0x00000190711C7F90; name='RESULT-RecognitionLatencyMs'; value='1657'
[402264]: 2620ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:121 CSpxHandleTable::TrackHandle class=ISpxConnectionMessage, h=0x0000019070FEED20, p=0x0000019070FEED20, tot=12
[324658]: 2620ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:2334 Storing intermediate result for possible promotion.
[402264]: 2620ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:111 CSpxHandleTable::TrackHandle p=0x0000019070FEED40
[324658]: 2620ms SPX_DBG_TRACE_VERBOSE:  audio_stream_session.cpp:1582 [0000019070EA29E0]CSpxAudioStreamSession::FireResultEvent
[402264]: 2620ms SPX_DBG_TRACE_VERBOSE:  handle_table.h:121 CSpxHandleTable::TrackHandle class=ISpxNamedProperties, h=0x0000019070FEED40, p=0x0000019070FEED40, tot=25
[402264]: 2620ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070FEED40; name='connection.message.path'; value='speech.hypothesis'
[402264]: 2620ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070FEED40; name='X-RequestId'; value='95b85020b16448f486be3d34e4351f9b'
[402264]: 2620ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070FEED40; name='Content-Type'; value='application/json; charset=utf-8'
[402264]: 2620ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070FEED40; name='connection.message.type'; value='text'
[402264]: 2620ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070FEED40; name='connection.message.type'; value='text'
[402264]: 2620ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070FEED40; name='connection.message.type'; value='text'
[402264]: 2620ms SPX_DBG_TRACE_VERBOSE:  named_properties.h:479 ISpxNamedProperties::GetStringValue: this=0x0000019070FEED40; name='connection.message.type'; value='text'
